key,rule,severity,component,project,line,message,effort,debt,author,tags,creationDate,updateDate,type,scope,status
AZcc3KdyE4d396A7ICRI,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01101.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDX6,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01102.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBdO,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01103.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDCY,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01104.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB-Y,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01105.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID-a,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01106.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7ICwy,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01107.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID75,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01108.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDdp,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01109.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEf3,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01110.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDJ-,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01111.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBVJ,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01112.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDFR,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01113.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICfL,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01114.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDgU,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01115.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEE-,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01116.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7ICsf,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01117.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDVo,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01118.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBfB,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01119.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEdt,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01120.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBXS,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01121.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M36E4d396A7IDbd,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01122.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IENM,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01123.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICLG,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01124.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDpP,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01125.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEBX,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01126.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7ICv5,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01127.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBT5,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01128.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDGu,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01129.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEVJ,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01130.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDS2,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01131.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICQA,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01132.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDuD,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01133.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICUm,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01134.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICFU,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01135.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDNd,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01136.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JOwE4d396A7IBZN,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01137.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDfO,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01138.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBzn,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01139.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEaK,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01140.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICNO,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01141.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICOp,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01142.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEJS,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01143.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBi7,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01144.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC4N,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01145.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBhh,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01146.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICRV,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01975.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDR1,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01976.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEVC,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01977.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC7V,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01978.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICDs,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01979.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICol,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01980.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEI3,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01981.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDp_,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01982.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICYE,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01983.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEaj,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01984.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6JE4d396A7IDcq,java:S135,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01985.java,benchmarkjava,45,Reduce the total number of break and continue statements in this loop to use at most one.,20min,20min,dwichers@gmail.com,brain-overload,2022-03-15T21:23:26+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
